rank,config_id,overall_win_rate,black_win_rate,white_win_rate,draw_rate,avg_time,max_time,timeout_count,illegal_count,score,black_initiative_weight,black_blocking_weight,white_initiative_weight,white_blocking_weight,opponent_reply_penalty_weight,future_43_weight,resilient_future_weight,plan_candidate_weight,leaf_next_threat_weight
1,black_aggressive_current,0.25,0.0,0.5,0.375,2.8689,2.89,0,0,0.175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
